title,price,description,Año de fabricación,Kilometraje,Transmisión,Combustible,Cilindrada,Placa,Categoría,Marca,Modelo,Número de puertas,Tracción,Color,Número cilindros,link
Mazda Cx-9 2020,31000.0,"Camioneta en excelente estado, único dueño, full equipo, lunas polarizadas y pestillos eléctricos, poco recorrido de kilometraje, todos los mantenimientos se hicieron en el concesionario de marca, la llanta de respuesta nunca se uso. Equipamiento int...Ver más",2020,42000.0,Automática - Secuencial,Gasolina,2488.0,Impar,Camionetas Suv,Mazda,CX-9,5,AWD,Gris Metálico,4,https://neoauto.com/auto/usado/mazda-cx-9-2020-1688194
Bmw X3 20i 2016,23500.0,"Auto en excelente estado, único dueño sin choques, todos los servicios al día. Ultimo servicio realizado el 20/12/22 con cambio de frenos. Parrilla thule, pisos protectores de jebe. Caja automática steptronic de 8 velocidades, paddle shift, cámara de...Ver más",2016,78000.0,Automática,Gasolina,,Par,Camionetas Suv,Bmw,X3 20i,5,4x2,Champagne,4,https://neoauto.com/auto/usado/bmw-x3-20i-2016-1688185
Ford Territory 2022,25990.0,"Se vende Ford territory del año 2022, sunroof totalmente panorámico, todo eléctrico, 16mil km, secuencial, motor 1.5T, asientos de cuero, versión full. 
La camioneta tiene cámara y sensores de retro, tiene Apple y Android CarPlay, recontra económico...Ver más",2022,52000.0,Automática - Secuencial,Gasolina,1500.0,Par,Camionetas Suv,Ford,TERRITORY,5,4x2,Rojo,4,https://neoauto.com/auto/usado/ford-territory-2022-1688168
Toyota Fortuner 2018,35600.0,"AUTO IMPECABLE, ÚNICO DUEÑO, SÓLO HA SIDO USADO EN CIUDAD, POCO RECORRIDO, US$ [****](NEGOCIABLE), DUEÑO VENDE DIRECTAMENTE SIN INTERMEDIARIOS, SÓLO INTERESADOS EN COMPRAR.",2018,49500.0,Mecánica,Gasolina,,Impar,Camionetas Suv,Toyota,FORTUNER,5,4x2,Negro,,https://neoauto.com/auto/usado/toyota-fortuner-2018-1688155
Haval All New H6 2019,17500.0,"Camioneta impecable Haval All new H6, solo 20000 km, automática, 4x2, motor 2000 turbo, asientos de cuero, sunroof, único dueño, mantenida en concesionario autorizado ",2019,20000.0,Automática,Gasolina,2000.0,Impar,Camionetas Suv,Haval,ALL NEW H6,5,4x2,Negro,4,https://neoauto.com/auto/usado/haval-all-new-h6-2019-1688138
Suzuki Swift 2014,8900.0,"SUZUKI SWIFT. TIMON ORIGINAL FULL EQUIPO MECANICO 5 PUERTAS A.ACONDICIONADO.T HIDRAULICO, DOBLE AIRBAG, LAMINAS DE SEGURIDAD, LUNAS ELECTRICAS ALARMA PESTILLOS CENTRALIZADOS CONTROL DE RADIO EN EL TIMON CAMARA DE RETROCESO IMPECABLE EKF 9-[****]",2014,92000.0,Mecánica,Gasolina,1400.0,Impar,Hatchback,Suzuki,SWIFT,5,Delantera,Rojo,4,https://neoauto.com/auto/usado/suzuki-swift-2014-1688193
Nissan Versa 2019,10800.0,"Auto en excelente estado, aire acondicionado funcionando perfectamente, pestillos eléctricos, Dual: Gasolina/GLP(sistema de 5ta generación - tanque toroidal) 2 llaves, mantenimientos al día, impecable",2019,57253.0,Mecánica,Dual,1600.0,Impar,Sedan,Nissan,VERSA,5,,Rojo,,https://neoauto.com/auto/usado/nissan-versa-2019-1661247
Volkswagen Bora 2013,8500.0,"Auto en excelente estado, único dueño, retrovisores eléctricos, equipo pantalla táctil tipo tablet, 
Cierre centralizado eléctrico, lunas eléctricas, mecánico, aire acondicionado, Radio Android de 9 pulgadas- Precio no negociable",2013,70000.0,Mecánica,Gasolina,2000.0,Impar,Sedan,Volkswagen,BORA,4,Delantera,Plomo Ceniza,4,https://neoauto.com/auto/usado/volkswagen-bora-2013-1674142
Hyundai I20 2019,14000.0,"Auto en excelente estado, impecable, único dueño, uso gerencial, full equipo, lunas y pestillos eléctricos, polarizado de lunas, soat vigente.",2019,67000.0,Mecánica,Gasolina,1400.0,Par,Hatchback,Hyundai,I20,4,Delantera,Plateado,4,https://neoauto.com/auto/usado/hyundai-i20-2019-1688093
Mercedes Benz A200 2018,23000.0,MERCEDES-BENZ 1.6T AT 2017 / Modelo 2018 - Auto en perfecto estado - ÚNICO DUEÑO.,2018,35304.0,Automática,Gasolina,1600.0,Par,Hatchback,Mercedes Benz,A200,5,4x2,Plata,4,https://neoauto.com/auto/usado/mercedes-benz-a200-2018-1688071
Kia Sportage 2010,10400.0,"CAMIONETA KIA SPORTAGE AÑO Y MODELO 2010, AUTOMATICO, 96,000 KILOMETROS DE RECORRIDO, SECUENCIAL MOTOR 2,000, SOLO GASOLINA 95 OCTANOS, AIRE ACONDICIONADO, AROS DE ALEACION, LUNAS ELECTRICAS, LAMINAS DE SEGURIDAD, PESTILLOS Y ESPEJOS ELECTRICOS, ALAR...Ver más",2010,96000.0,Automática,Gasolina,2000.0,Par,Camionetas Suv,Kia,SPORTAGE,5,4x2,Plata,4,https://neoauto.com/auto/usado/kia-sportage-2010-1688064
Volkswagen Gol 2011,6750.0,"Vendo Auto Volkswagen Gol Sedan con GLP motor 1600. Tiene: Laminas de Seguridad, (Lunas Anti-Impacto); GPS, Cierre Centralizado de Puertas, Alarma, Airbag, Trabagas; Frenos ABS; Radio CD MP3 con buenos parlantes.",2011,154000.0,Mecánica,Gas GLP,1600.0,Impar,Sedan,Volkswagen,GOL,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/volkswagen-gol-2011-1688062
Kia Sorento 2015,22500.0,"camioneta 4x4, única dueña, automática, mantenimientos en el concesionario Kia Alese, full equipo, sunroof, asientos de cuero tres hileras, aire acondicionado bizona.",2015,71400.0,Automática,Gasolina,3342.0,Impar,Camionetas Suv,Kia,SORENTO,5,4x4,Blanco nieve,6,https://neoauto.com/auto/usado/kia-sorento-2015-1675665
Toyota Tacoma 2014,35900.0,TOYOTA TACOMA AÑO 2.014 VERSIÓN SRS MOTOR 4.000 CON 4 CILINDROS AUTOMÁTICA SECUENCIAL 4X4 GASOLINA-GLP LUNAS Y PESTILLOS ELÉCTRICOS AIRE ACONDICIONADO AROS DE MAGNESIO LLANTAS NUEVAS DOCUMENTOS EN REGLA,2014,70000.0,Automática - Secuencial,Gasolina,4000.0,Par,Pick Up,Toyota,TACOMA,4,4x4,Blanco,6,https://neoauto.com/auto/usado/toyota-tacoma-2014-1688053
Toyota Yaris 2016,11700.0,"Toyota Yaris fabricado en el [****]00 kms de recorrido, motor 1300cc 4 cilindros vvti, caja automática, sistema de gas GLP 5ta Generacion, doble airbag, frenos ABS, aire acondicionado, timón eléctrico, radio mp3 con salida auxiliar y comandos en el t...Ver más",2016,95000.0,Automática,Dual,1300.0,Par,Sedan,Toyota,YARIS,4,Delantera,Blanco,4,https://neoauto.com/auto/usado/toyota-yaris-2016-1688020
Hyundai Veloster 2013,12900.0,"Auto en excelente estado con poco recorrido de kilometraje, único dueño, sin choque.Documentos al día. Full equipo, lunas eléctricas, aire acondicionado, mandos en el timon. PRECIO A TRATAR",2013,50882.0,Automática - Secuencial,Gasolina,1600.0,Impar,Deportivo,Hyundai,VELOSTER,3,Delantera,Blanco,4,https://neoauto.com/auto/usado/hyundai-veloster-2013-1688017
Hyundai Tucson 2012,13300.0,"HYUNDAI TUCSON 2012 CONSERVADO AUTOMATICA SECUENCIAL 4X2 FULL EQUIPO AIRE ACONDICIONADO TIMON HIDRAULICO PESTILLOS, ESPEJOS Y LUNAS ELECTRICAS AROS DE ALEACION EN PERFECTO ESTADO DE CONSERVACION ALARMA COLOR PLATA LAMINAS DE SEGURIDAD, PORTA LENTES 8...Ver más",2012,85000.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Hyundai,TUCSON,5,4x2,Plata,,https://neoauto.com/auto/usado/hyundai-tucson-2012-1687997
Renault Logan 2019,8599.0,Renault Logan 2019 Fabricación 2018 - Modelo 2019 Solo a Gasolina ✅ Documentos en Regla Listo para Transferencia notarial ✅ Motor 1.6 - 4 Cilindros en Línea ✅Caja Mecánica de 5 cambios más retroceso ✅ Solo [****] Km ✅ Motor Sellado cómo nuevo ✅ Cierr...Ver más,2019,25000.0,Mecánica,Gasolina,1600.0,Par,Sedan,Renault,LOGAN,4,Delantera,Rojo,4,https://neoauto.com/auto/usado/renault-logan-2019-1687995
Suzuki Grand Nomade 2019,16500.0,"Suzuki Grand Nomade Full Equipo, Cincuenta y Seis mil Kilómetros - Motor 2.4 , Gasolinera, Recién Convertida a GNV en Julio, Transmisión Mecánica 4x4 WD 3 Modos de manejo, Manejo Lunas Elecricas, Pantalla Táctil, Cámara de retroceso, Mandos en el Tim...Ver más",2019,59000.0,Mecánica,Gas GNV,2400.0,Par,Camionetas Suv,Suzuki,GRAND NOMADE,5,4WD,Plateado,4,https://neoauto.com/auto/usado/suzuki-grand-nomade-2019-1652617
Toyota Rav4 2008,11900.0,"Camionesta conservada,asientos de cuero,radio Android con camara de retroceso,cómoda. Documentos en regla. Dueño directo.",2008,120000.0,Automática,Gasolina,2400.0,Par,Camionetas Suv,Toyota,RAV4,5,Delantera,Verde Metálico,4,https://neoauto.com/auto/usado/toyota-rav4-2008-1687975
Ford Explorer 2010,18900.0,"FORD EXPLORER LIMITED AÑO 2010 HERMOSA CAMIONETA, MUY COMODA, IMPECABLE, 2 DUEÑOS. Precio $ 18,900 dólares WHATSAPP [****]2.O Motor: 3,5 litros 290 HP 6 cilindros en V (v6). Dual ( glp 5ta generación excelente y económico) Tracción: 4×4 Transmisión: Ver más",2010,100000.0,Automática,Dual,3500.0,Impar,Camionetas Suv,Ford,EXPLORER,4,4x4,Negro,6,https://neoauto.com/auto/usado/ford-explorer-2010-1687970
Volkswagen Amarok 2017,27200.0,"Excelente estado de conservación, mantenimientos en Euroshop, caja/maletera, llantas Mickey Thompson, protector de tolva.facturable, para poder verla llamar al [****]",2017,76800.0,Automática - Secuencial,Diesel,,Impar,Pick Up,Volkswagen,AMAROK,4,4x4,Beige,4,https://neoauto.com/auto/usado/volkswagen-amarok-2017-1687959
Toyota Rav4 2013,15800.0,"Camioneta japonesa en EXCELENTE estado de conservacio, UNICA dueña, con solo [****] kms. de recorrido, CERO choques, aros de aleacion, ASIENTOS de cuero puestos desde nueva en la misma TOYOTA, es automatrica secuencial, tiene un ADITAMENTO que es aho...Ver más",2013,105000.0,Automática - Secuencial,Gasolina,25.0,Impar,Camionetas Suv,Toyota,RAV4,5,4x2,Marrón Claro,4,https://neoauto.com/auto/usado/toyota-rav4-2013-1666652
Honda Cr-v 2015,16900.0,"HONDA CRV TOURING 4X4
TOTALMENTE EQUIPADA!!!
2015
USO PARTICULAR. 
UNA CAMIONETA DE LUJO!!!!!

✅Sunroof y Led diurnos.
✅Transmisión automática secuencial 
✅Asientos de cuero, eléctricos muy bien cuidados.
✅ Lunas polarizadas y pestillos eléc...Ver más",2015,,Automática - Secuencial,Dual,2400.0,Par,Camionetas Suv,Honda,CR-V,5,4x4,Marrón Oscuro,4,https://neoauto.com/auto/usado/honda-cr-v-2015-1687929
Volkswagen Golf 2012,10800.0,"Volkswagen Golf 2012 mecánico como nuevo. Lunas pestillos y espejos eléctricos, aire acondicionado, bolsas de aire piloto y copiloto, dirección hidráulica, aros de aleación.. Motor Pintura tapiz carrocería suspensión impecables, sin choques ni abollo...Ver más",2012,90000.0,Mecánica,Gasolina,1600.0,Impar,Hatchback,Volkswagen,GOLF,5,Delantera,Plata,4,https://neoauto.com/auto/usado/volkswagen-golf-2012-1672283
Peugeot Partner 2018,9700.0,"Peugeot Partner 2018/17 impecable, camioneta panel petrolera turbo, mecánica, lunas pestillos y espejos eléctricos, aire acondicionado, bolsas de aire, dirección hidráulica... Mínimo recorrido... USO particular... Motor Pintura tapiz carrocería suspe...Ver más",2018,39000.0,Mecánica,Diesel,1600.0,Impar,Vans,Peugeot,PARTNER,4,Delantera,,4,https://neoauto.com/auto/usado/peugeot-partner-2018-1648431
Kia All New Soluto 2021,13990.0,"Auto en excelente estado,Único dueño,Full equipo,lunas y pestillos eléctricos,asientos de cuero, alarma contra robos,todos los mantenimientos en concesionario de la marca,se vende por salud.",2021,33500.0,Automática,Dual,1368.0,Par,Sedan,Kia,ALL NEW SOLUTO,4,4x2,Gris platino,4,https://neoauto.com/auto/usado/kia-all-new-soluto-2021-1687924
Ford Edge Sel 2018,24500.0,"Auto en excelente estado, uso solo residencial y para ir a oficina",2018,44500.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Ford,EDGE SEL,4,4x2,Negro,4,https://neoauto.com/auto/usado/ford-edge-sel-2018-1687922
Honda Pilot 2012,17700.0,"Honda Pilot EXL [****]2, Motor 3.5 V6, 96 mil KM, Caja automática, Asientos de cuero eléctricos, Sunroof, Cámara de retroceso, Controles en el volante, 3 Filas, Sensores de aproximación. ",2012,96000.0,Automática,Gasolina,3500.0,Impar,Camionetas Suv,Honda,PILOT,5,4WD,Gris Oscuro,6,https://neoauto.com/auto/usado/honda-pilot-2012-1687949
Audi Q3 2017,25900.0,"Audi Q3 muy bien cuidada y con papeles en regla. Motor turbo, caja automática - secuencial S tronic de doble embrague. Versión especial black edition que le da un look más deportivo con la máscara frontal y techo interior en color negro. Bien equipad...Ver más",2017,62000.0,Automática - Secuencial,Gasolina,1400.0,Par,Camionetas Suv,Audi,Q3,5,4x2,Plata,4,https://neoauto.com/auto/usado/audi-q3-2017-1687912
Chevrolet Onix Joy 2022,9900.0,"Chevrolet Onix Joy Sedan. Año 2021 modelo 2022. Motor 1.4 Dual GLP. Caja mecánica, tiene 34,000 kms, A/C, cámara de retroceso, pestillos y elevalunas eléctricos. Airbags piloto y copiloto.",2022,34000.0,Mecánica,Gas GLP,1400.0,Impar,Sedan,Chevrolet,ONIX JOY,4,4x2,Negro,4,https://neoauto.com/auto/usado/chevrolet-onix-joy-2022-1687898
Honda Civic 2018,20900.0,"AUTO EN EXCELENTE ESTADO, POCO RECORRRIDO, LLANTAS SEMI NUEVAS, TRATO DIRECTO CON EL PROPIETARIO",2018,25000.0,Automática,Gasolina,1800.0,Par,Sedan,Honda,CIVIC,4,Delantera,Blanco,4,https://neoauto.com/auto/usado/honda-civic-2018-1687873
